datetime,author,body
1184139775743348736,MonsieurDream,"RT @TomliTV: Lâche pas la patate, tout va bien aller. https://t.co/8ZUsRIom9v"
1184058359932215297,MonsieurDream,@af_alys Elle a l’air dure la question.
1183839555641843718,MonsieurDream,@nesandreozzi @leperave @Theluciole Merci pour cette idée de business 👍
1183812526125080576,MonsieurDream,"L’émission avec @Baptiste_Lorber &amp; @Mectoob c’est right now !

&gt; https://t.co/hRMwiSHpjP https://t.co/y4KzwNrhNc"
1183790741899886594,MonsieurDream,@Youlexytb Bonne question... À demander à @Cdiscount !
1183734473470480385,MonsieurDream,@Neruu31539643 🍾
1183668505847222272,MonsieurDream,@NetflixFR Vous voulez parler du VRAI Peter Pan ? https://t.co/PffKF3xh0B
1183451727334465537,MonsieurDream,"Lundi à 20h30 c'est mon émission Twitch ""301 vues"" sur @LeStreamFR ! Mes invités seront @Baptiste_Lorber &amp; @Mectoob… https://t.co/pwUNudbC5G"
1182595492766781441,MonsieurDream,"@JeremieDethelot Un gros fragile le 2, le 6 il se mouille jamais, le 1 reste un gars sûr."
1182570617557663744,MonsieurDream,RT @MaxLaperouse: « @+ » est disponible partout en physique et en streaming !! https://t.co/Utn0ooe1py
1181838723501232129,MonsieurDream,@Meian_editeur Ça marche ! Je cours 🏃‍♂️💨
1181704302190059525,MonsieurDream,"@dededede4 Désolé, je remonte l’info."
1181611082131083264,MonsieurDream,"Je cherche des explications sur mon anecdote du bois de Boulogne, si vous avez des éléments de réponse, n'hésitez p… https://t.co/YmfpHTd6ri"
1181608740245659650,MonsieurDream,"@Meian_editeur Bonjour, je souhaite lire Kingdom dans les plus bref délais, avez vous un service en ligne pour lire… https://t.co/xQxkkvN2xh"
1181275124286345219,MonsieurDream,"Ça commence !

&gt; https://t.co/hRMwiSHpjP https://t.co/FaWFGrhM8U"
1181106594974699521,MonsieurDream,"RT @SolidariteSida: « Le sida, c’est fini ». L’annonce choc de Trump met en émoi la planète. 
Et nous aussi... 
#Treatment4all #endAIDS htt…"
1180917241606483973,MonsieurDream,@LunairPlum Yes ! 🍏
1180914677842403328,MonsieurDream,"Lundi à 20h30 c'est mon émission Twitch ""301 vues"" sur @LeStreamFR ! Mon invité sera @leperave ✌️

Posez vos questi… https://t.co/oJ78s5KQCh"
1180840027162628096,MonsieurDream,@PenelopeB @Darklg Lourd !! 👏📚
1180833070477451268,MonsieurDream,RT @ryanlangdraws: All this talk of an AKIRA remake. May I submit my pitch https://t.co/pnHKiLNAZX
1180774201839501312,MonsieurDream,@Kekeflipnote Ouf 😅
1180524280049799170,MonsieurDream,@Evilyndrae Tu peux post produire par exemple 🤷‍♂️ (refaire les voix et les bruitages après le tournage)
1180523630175895552,MonsieurDream,@RaphiDl 😂
1180466473187323904,MonsieurDream,RT @Raphael_Carlier: Un maximum de RT pour ma calvitie https://t.co/X2CswPQ7L0
1180157170966511619,MonsieurDream,@BerlemontRemy Ouiii 👍
1180142989676617729,MonsieurDream,@Cdiscount Hâte de découvrir les participations 🎬🤓
1180142632527437826,MonsieurDream,"@Oce_225 T’as pas le pied marin, c’est tout"
1180127866148851717,MonsieurDream,@Th3Docteur Tu fais comme moi à l’époque : un smartphone et tu incarnes tous les personnages 😅
1180121592686350336,MonsieurDream,"Il y a des gens qui créent des vidéos ou qui veulent se lancer par ici ? J'ai un truc pour vous !

https://t.co/vF06WNiNzX"
1180047881140609025,MonsieurDream,@beerus311 tu m'as démasqué 💪 https://t.co/ZIX73Q0LzO
1180046928912027649,MonsieurDream,@JinistFortnite @IllIIlIlIllllII @KaizukuOni78 @Akno_3D2Y J'adore observer les gens se disputer sur quel est le mei… https://t.co/x9okBGBKEr
1179794277901230080,MonsieurDream,RT @LesKassos: Devine quelle série revient en 2020 pour une saison 4 ? https://t.co/c3sfPJ0NWh
1179745912454819842,MonsieurDream,"@VincentChappui1 Je respecte, pas de soucis ! (quelle vie triste)"
1179740321619566593,MonsieurDream,@Shueisha64 T'inquiètes je pense pareil chépa pourquoi 😅
1179654509385207808,MonsieurDream,"@catsuka @Bouletcorp Alors là, merci beaucoup ! https://t.co/EYBI3XS8BS"
1179506271285739520,MonsieurDream,"2016 : Merci !
2019 : « derrien » https://t.co/4P8PoTopXV"
1179497178366201857,MonsieurDream,@Ichiban_Japan C’est oui 👍
1179478188965146624,MonsieurDream,@PepsiPet841 Genre tu lis et tu regardes en même temps ? (enculé)
1179476692764708866,MonsieurDream,Putain je peux pas voter à mon propre sondage chui deg
1179476505308680192,MonsieurDream,"SONDAGE - Vous découvrez un manga qui vous intéresse et qui a été adapté en animé, vous..."
1179475550651502592,MonsieurDream,@Alex_Dahm_FDS Excellent 👌
1179457863099600896,MonsieurDream,"Votre TOP 3 de vos mangas préférés ? Juste pour savoir, je juge pas (c'est faux je vais juger vos goûts) Moi c'est… https://t.co/OAKJC55WDf"
1179406557039255558,MonsieurDream,"Une nouvelle jeune débarque sur YouTube 
@LecordierB 

https://t.co/ufHHZgZjY8"
1179359607845720070,MonsieurDream,RT @beatricepirate: Lol https://t.co/d6PhuPUGdY https://t.co/U0GxUNtFHl
1179346211855319040,MonsieurDream,"RT @MaximeMusqua: Première vidéo avec @Loopsidernews !
On visite le village le plus écolo de France, avec Monsieur le Maire bien sûr. 🍏

&gt;h…"
1179132993472012288,MonsieurDream,"Joker, j’ai adoré 🤡🔫"
1179051684649156613,MonsieurDream,@elodienelson Mais... ça fait même pas 2 kilomètres 😅🚲
