datetime,author,body
1307301194566692864,Sethright1,"RT @AnkitMadX: Down % from Recent highs at yesterday's low point

#NASDAQ -14% 
#Dow on -4%
#Nifty -3%

#AAPL -22% 
#Google -20% 
#MSFT -15…"
1307241933090291712,Naztrading,RT @TraderAussie: ggp 2nd most purchased stock by ALL of Hargreaves Lansdowns customers last week...more than Apple #aapl and Tesla #tsla..…
1307239792153952257,TraderAussie,ggp 2nd most purchased stock by ALL of Hargreaves Lansdowns customers last week...more than Apple #aapl and Tesla #tsla.....gotta love #ggp
1307227689812721667,GoogleRetweet,"RT @AnkitMadX: Down % from Recent highs at yesterday's low point

#NASDAQ -14% 
#Dow on -4%
#Nifty -3%

#AAPL -22% 
#Google -20% 
#MSFT -15…"
1307227587165347841,AnkitMadX,"Down % from Recent highs at yesterday's low point

#NASDAQ -14% 
#Dow on -4%
#Nifty -3%

#AAPL -22% 
#Google -20%… https://t.co/yVtFSy8tD8"
1307196712319102976,SpiderMan_3s,"$SPY

Daily Charts of
Some ETFs &amp; High Beta stocks
i.e. #SPY, #QQQ, #AAPL #FB #GOOG etc.

Kind a look like
""Head &amp;… https://t.co/saabB1UtjM"
1307191930133020675,EvaRonan,"RT @SpiderMan_3s: $AAPL - Daily

Look @ #AAPL Friday volume
--&gt; 287M

Avg Daily Vol = 170M

--&gt;117M additional volume !

Closed below SMA 5…"
1307191838743441408,SpiderMan_3s,"$AAPL - Daily

Look @ #AAPL Friday volume
--&gt; 287M

Avg Daily Vol = 170M

--&gt;117M additional volume !

Closed below… https://t.co/v1HcK6uGfq"
1307187422153904128,manfluenz,RT @MampillyGuru: Apple Inc. (#AAPL) is basically like the Death Star of stocks. And Warren Buffett is all in. That tells us you should be…
1307177685722918912,jigyasa98597654,"RT @mathiasboe: My top 10 positions:
1. #VTI                   Worst positions:
2.#VGK                  1. #VAL (pure gamble)
2. #VXUS…"
1307168164824846336,mathiasboe,"My top 10 positions:
1. #VTI                   Worst positions:
2.#VGK                  1. #VAL (pure gamble)
2.… https://t.co/XSsbSF2rXC"
1307167981496041473,elliottwaves,#Free Trial available at  https://t.co/x2kmaKA6Ui #SPY #GDX #XME #XLE #IYR #AAPL #FB #AMZN #NFLX #GOOGL #MSFT #NVDA… https://t.co/e7w1FmnrHQ
1307141943294439424,sh4rizel,Huge news!!!! #blueprotocol just got listed in uniswap!! no words can describe how big this will be!!!!!!!… https://t.co/Zm2g08CnC6
1307140777773019137,SpiderMan_3s,"$FB

Last weekend
I mentioned
For coming week
--&gt; 255 looks possible
--&gt; 250 Extreme

Fri closed @ 252 :)

$ES_F… https://t.co/svOOMD964W"
1307140562076807169,SpiderMan_3s,"$AAPL

Last weekend
I mentioned
For coming week
--&gt; 105 looks possible

Fri closed @ 106 :)

$ES_F $NQ_F $SPY $SPX… https://t.co/gVwxBcilFn"
1307133058223661059,Shakdahir,Bought the long sought #AAPL shares now waiting on #TSLA stocks to dip. But it is unlikely as #BatteryDay is fast a… https://t.co/ARUEFkSWcO
1307131557828796417,SpiderMan_3s,"$SPY

Finviz
Friday - HeatMap

All Red (almost)...

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #futures… https://t.co/ADt5gbhDGt"
1307131480943058947,Anil_RP,"RT @BharatBullsIN: Tesla at day’s high 😎

They managed to get enough ppl in doubt &amp; in shorts.

We are calling for steepest rally in mankin…"
1307131321962188801,SpiderMan_3s,"$SPY

Finviz
Friday - Markets

Red.......

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #futures #cme… https://t.co/FHK6Mia0zv"
1307131119616307202,SpiderMan_3s,"$SPY

barchart
Friday - Stock Market Leaders By Price Volume

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading… https://t.co/3PAStXYGFg"
1307130774215364610,SpiderMan_3s,"$SPY

barchart
Friday - Unusual Stocks Options Activity

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading… https://t.co/yXFfIPAVBf"
1307130444366909444,SpiderMan_3s,"$SPY

barchart
Friday - S&amp;P Sectors Market Map

All closed Red!

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave… https://t.co/DUvSDofUXW"
1307130101176373250,SpiderMan_3s,"$SPY

CNBC
Friday - Market Movers - S&amp;P

$ES_F $NQ_F $SPY $SPX $QQQ $IWM #Elliottwave #trading #futures #cme #mes_f… https://t.co/beXAsC7nLK"
1307129767905447936,SpiderMan_3s,"$SPY

MarketWatch
Next Week's Economic Calendar

Existing home sales
PMI
Jobless claims
New home sales
Durable good… https://t.co/XZiH7oXaKl"
1307128181544099840,coinhunter01,#AAPL airdrop https://t.co/gidFWMilgV
1307125805017899008,bookofbrikk,"#BOBINDEX flat on Friday, down 0.04%, gains for the week...#DOW slips -0.87%...#NAS falls -1.07%...#S&amp;P slides -1.1… https://t.co/KDz48ORmIr"
1307113417703120896,MarketZig,#Stock #stocks #StockMarket #stockmarkets #stockstowatch #economy #Finances #Finance  #investment #investing… https://t.co/6nNE3ar51W
1307112928739549187,BrainandMoney,"In just 3 weeks #AAPL market cap has fallen by $ 540 Billion.................
Think !!
Looking worst ...below $ 110… https://t.co/aBxrBzE5hL"
1307110604495257604,franksusu,"🎁Applescash(AAPL) #Airdrop is coming

💹 AAPL already listed on #uniswap now.

💰Rewards: Win 10 stakes and share $50… https://t.co/d9GPtbKyvc"
1307090528572444672,The_Rule_of_72,"Good 15% gain on selling puts this week. #roku, #square, #etsy, #aapl Will send out my weekly picks on Sunday."
1307083813055496192,asfandy27834668,TECH needs this pull-back to continue making higher-highs #AMZN #AAPL
1307083800262971398,SlingshotFuture,$AAPL 3-Press Low / Higher Low Reversal Attempt - #AAPL chart https://t.co/CbFlrrWqBt
